TIME,year,month,T,R_Rf,R_Market,eR_Market,PriceEarningRatio,PriceEarningRatioSA,PriceDividendRatio
2006m10,2006,10,2006.83,0.0040916,0.0357532,0.03166155,17.13865,26.528554,55.96798
2006m11,2006,11,2006.912,0.0041912,0.0210763,0.01688512,17.24376,26.918445,56.40292
2006m12,2006,12,2006.997,0.003992,0.01262,0.00862801,17.37725,27.273039,56.93007
2007m1,2007,1,2007.082,0.0043903,0.0182328,0.01384242,17.35581,27.197962,56.77714
2007m2,2007,2,2007.159,0.0037928,-0.0159262,-0.01971895,17.49082,27.305617,57.13683
2007m3,2007,3,2007.244,0.0042908,0.0110388,0.00674807,16.92063,26.218468,55.19616
2007m4,2007,4,2007.326,0.0043903,0.0385474,0.03415706,17.47839,26.966916,56.91406
2007m5,2007,5,2007.411,0.0040916,0.0358497,0.03175804,17.91936,27.538986,58.24772
2007m6,2007,6,2007.493,0.003992,-0.015723,-0.01971498,17.83078,27.408849,57.85976
2007m7,2007,7,2007.578,0.003992,-0.0338671,-0.03785909,18.36311,27.400722,57.52276
2007m8,2007,8,2007.663,0.0041912,0.013311,0.00911981,18.02354,26.139713,54.47335
2007m9,2007,9,2007.745,0.0031949,0.0347878,0.03159293,19.04733,26.716691,55.51057
2007m10,2007,10,2007.83,0.0031949,0.0209784,0.01778351,20.67768,27.31143,56.55663
2007m11,2007,11,2007.912,0.0033942,-0.0459392,-0.04933346,20.81044,25.720401,53.25937
2007m12,2007,12,2007.997,0.0026964,-0.0060181,-0.00871443,22.35147,25.946804,53.34367
2008m1,2008,1,2008.082,0.0020978,-0.0634724,-0.06557022,21.4593,24.014277,49.38252
2008m2,2008,2,2008.159,0.0012992,-0.0300469,-0.03134608,21.74053,23.487414,48.19886
2008m3,2008,3,2008.247,0.0016986,-0.007629,-0.00932758,21.80725,22.599269,46.53498
2008m4,2008,4,2008.329,0.0017984,0.0466927,0.04489434,23.88272,23.348259,48.19376
2008m5,2008,5,2008.414,0.0017984,0.0201947,0.01839632,25.80555,23.688543,49.10942
2008m6,2008,6,2008.496,0.0016986,-0.0863207,-0.08801926,26.1096,22.409352,46.71717
2008m7,2008,7,2008.581,0.0014989,-0.0062193,-0.00771818,25.36815,20.900247,43.72308
2008m8,2008,8,2008.666,0.0012992,0.0164637,0.01516457,26.83332,21.394491,44.49034
2008m9,2008,9,2008.748,0.0014989,-0.0953002,-0.09679906,26.48422,20.35595,42.18198
2008m10,2008,10,2008.833,0.0007997,-0.1881384,-0.18893812,27.21858,16.381893,33.76002
2008m11,2008,11,2008.915,0.0003,-0.0815355,-0.08183544,34.99036,15.254561,30.93682
2008m12,2008,12,2009,0,0.0172504,0.01725035,58.97581,15.370926,30.91088
2009m1,2009,1,2009.082,0,-0.0846868,-0.08468681,70.91043,15.16954,30.90253
2009m2,2009,2,2009.159,0.0001,-0.106361,-0.10646101,84.46468,14.117399,29.14332
2009m3,2009,3,2009.244,0.0002,0.0859024,0.08570245,110.3688,13.319129,27.78459
2009m4,2009,4,2009.326,0.0001,0.0971267,0.09702671,119.8516,14.976731,31.76988
2009m5,2009,5,2009.411,0,0.0507882,0.05078817,123.7308,15.990837,34.51779
2009m6,2009,6,2009.493,0.0001,0.0043903,0.00429035,123.3182,16.378493,36.1907
2009m7,2009,7,2009.578,0.0001,0.0744579,0.07435792,101.8672,16.688784,37.39291
2009m8,2009,8,2009.663,0.0001,0.0328543,0.03275434,92.94845,18.087701,41.27524
2009m9,2009,9,2009.745,0.0001,0.0400857,0.03998573,83.29745,18.825229,43.70502
2009m10,2009,10,2009.83,0,-0.0262413,-0.02624131,42.11676,19.351103,45.62
2009m11,2009,11,2009.912,0,0.0541093,0.05410933,28.51336,19.805658,47.50014
2009m12,2009,12,2009.997,0.0001,0.027226,0.02712599,21.78497,20.315067,49.54842
2010m1,2010,1,2010.082,0,-0.0341775,-0.03417745,20.69589,20.520464,50.51311
2010m2,2010,2,2010.159,0,0.0334348,0.03343478,18.90575,19.91334,49.33535
2010m3,2010,3,2010.244,0.0001,0.0612832,0.06118324,18.90776,20.996975,52.58101
2010m4,2010,4,2010.326,0.0001,0.0199007,0.01980067,19.0091,21.796882,54.53933
2010m5,2010,5,2010.411,0.0001,-0.0820781,-0.0821781,17.29708,20.47256,51.14684
2010m6,2010,6,2010.493,0.0001,-0.0570996,-0.05719958,16.14545,19.734789,49.15427
2010m7,2010,7,2010.578,0.0001,0.0670977,0.06699775,15.72066,19.661438,48.75677
2010m8,2010,8,2010.663,0.0001,-0.0487702,-0.04887016,15.47216,19.763042,48.8592
2010m9,2010,9,2010.745,0.0001,0.0912109,0.09111089,15.61481,20.373917,50.18247
2010m10,2010,10,2010.83,0.0001,0.0381625,0.03806247,15.89877,21.23234,52.10882
2010m11,2010,11,2010.912,0.0001,0.0060815,0.00598148,15.87513,21.692776,53.03259
2010m12,2010,12,2010.997,0.0001,0.0660686,0.06596861,16.05081,22.388191,54.62077
2011m1,2011,1,2011.082,0.0001,0.0198026,0.01970263,16.3038,22.969916,55.85513
2011m2,2011,2,2011.159,0.0001,0.0344014,0.03430143,16.51606,23.481282,56.95301
2011m3,2011,3,2011.244,0.0001,0.0045895,0.00448946,16.04341,22.89103,55.67606
2011m4,2011,4,2011.326,0,0.0285875,0.02858746,16.20565,23.135563,56.10295
2011m5,2011,5,2011.411,0,-0.0127813,-0.01278133,16.12098,23.051189,55.67785
2011m6,2011,6,2011.493,0,-0.0176549,-0.01765494,15.34863,22.092911,52.88784
2011m7,2011,7,2011.578,0,-0.0238829,-0.02388294,15.60761,22.602922,53.82575
2011m8,2011,8,2011.663,0.0001,-0.0616627,-0.06176265,13.79176,20.042748,47.60281
2011m9,2011,9,2011.745,0,-0.078935,-0.07893499,13.49598,19.69118,46.61954
2011m10,2011,10,2011.83,0,0.1075082,0.10750821,13.88088,20.148779,47.16317
2011m11,2011,11,2011.912,0,-0.0028039,-0.00280393,14.10327,20.338186,47.14582
2011m12,2011,12,2011.997,0,0.0073728,0.00737275,14.29925,20.516506,47.042
2012m1,2012,1,2012.082,0,0.0492662,0.04926624,14.86717,21.213008,48.64406
2012m2,2012,2,2012.159,0,0.043251,0.04325104,15.36746,21.797436,50.01196
2012m3,2012,3,2012.247,0,0.0306262,0.03062619,15.69054,22.053944,50.79488
2012m4,2012,4,2012.329,0,-0.0085363,-0.00853633,15.69543,21.779247,50.09986
2012m5,2012,5,2012.414,0.0001,-0.0637921,-0.06389213,15.2198,20.941467,47.9082
2012m6,2012,6,2012.496,0,0.0381625,0.03816246,15.05323,20.547504,46.73305
2012m7,2012,7,2012.581,0,0.007869,0.00786896,15.54982,20.999341,47.30767
2012m8,2012,8,2012.666,0.0001,0.0252778,0.02517781,16.13655,21.410428,48.11829
2012m9,2012,9,2012.748,0.0001,0.0270313,0.02693134,16.68694,21.78369,48.78067
2012m10,2012,10,2012.833,0.0001,-0.0176549,-0.01775493,16.62156,21.57711,47.69944
2012m11,2012,11,2012.915,0.0001,0.007869,0.00776896,16.12026,20.898162,45.42871
2012m12,2012,12,2013,0.0001,0.0118298,0.01172976,16.44076,21.238261,45.51328
2013m1,2013,1,2013.082,0,0.0542041,0.05420406,17.03437,21.900475,46.94218
2013m2,2013,2,2013.159,0,0.0128175,0.0128175,17.32248,22.052724,47.52205
2013m3,2013,3,2013.244,0,0.0395091,0.03950914,17.68335,22.419207,48.29742
2013m4,2013,4,2013.326,0,0.0153811,0.0153811,17.69138,22.595655,48.33419
2013m5,2013,5,2013.411,0,0.0276152,0.02761517,18.24748,23.411842,49.86842
2013m6,2013,6,2013.493,0,-0.0120726,-0.01207258,17.79846,22.925333,48.65554
2013m7,2013,7,2013.578,0,0.0549616,0.05496156,18.1201,23.49246,49.59422
2013m8,2013,8,2013.663,0,-0.027474,-0.02747398,17.91365,23.356649,49.08661
2013m9,2013,9,2013.745,0,0.0370067,0.03700673,17.87824,23.442287,49.04564
2013m10,2013,10,2013.83,0,0.04095,0.04094998,17.85869,23.834738,49.71664
2013m11,2013,11,2013.912,0,0.0307232,0.03072317,18.15185,24.642077,51.26097
2013m12,2013,12,2013.997,0,0.0277124,0.02771244,18.04172,24.861869,51.66562
2014m1,2014,1,2014.082,0,-0.0337636,-0.03376363,18.14798,24.859609,51.47425
2014m2,2014,2,2014.159,0,0.0454513,0.04545126,18.05605,24.590931,50.73169
2014m3,2014,3,2014.244,0,0.0042908,0.00429078,18.47814,24.956039,51.43583
2014m4,2014,4,2014.326,0,-0.0019018,-0.00190181,18.34781,24.786315,50.91751
2014m5,2014,5,2014.411,0,0.0203907,0.02039069,18.4614,24.943274,51.07947
2014m6,2014,6,2014.493,0,0.0257652,0.02576521,18.88179,25.558008,52.08908
2014m7,2014,7,2014.578,0,-0.020611,-0.02061095,18.95996,25.817546,52.26755
2014m8,2014,8,2014.663,0,0.0415257,0.04152574,18.67887,25.617606,51.45671
2014m9,2014,9,2014.745,0,-0.0198966,-0.01989663,18.81116,25.918437,51.78566
2014m10,2014,10,2014.83,0,0.0248877,0.02488772,18.4954,25.162748,49.92106
2014m11,2014,11,2014.912,0,0.0251803,0.0251803,19.74921,26.606817,52.25961
2014m12,2014,12,2014.997,0,-0.0006002,-0.00060018,20.07888,26.794085,52.08595
2015m1,2015,1,2015.082,0,-0.0315939,-0.03159387,20.0235,26.492295,50.83583
2015m2,2015,2,2015.159,0,0.0594946,0.05949457,20.76593,26.995514,51.59921
2015m3,2015,3,2015.244,0,-0.0112632,-0.01126319,20.95708,26.728605,50.96766
2015m4,2015,4,2015.326,0,0.0058827,0.00588266,21.41911,26.791372,50.94504
2015m5,2015,5,2015.411,0,0.0135084,0.01350835,21.91794,26.806111,50.9761
2015m6,2015,6,2015.493,0,-0.0154183,-0.01541825,22.11874,26.495895,50.29444
2015m7,2015,7,2015.578,0,0.0152826,0.01528262,22.39882,26.381136,49.86443
2015m8,2015,8,2015.663,0,-0.062301,-0.06230103,22.15404,25.693658,48.27714
2015m9,2015,9,2015.745,0,-0.0312843,-0.03128429,21.44728,24.496752,45.74006
2015m10,2015,10,2015.83,0,0.0746435,0.07464354,22.67848,25.491441,47.30496
2015m11,2015,11,2015.912,0,0.0055844,0.00558438,23.66851,26.225852,48.27798
2015m12,2015,12,2015.997,0.0001,-0.0218367,-0.02193669,23.73836,25.965424,47.33994
2016m1,2016,1,2016.082,0.0001,-0.0593255,-0.05942546,22.18035,24.206167,44.05174
2016m2,2016,2,2016.159,0.0002,-0.0005001,-0.00070011,22.02406,24.002607,43.56279
2016m3,2016,3,2016.247,0.0002,0.0674717,0.06727174,23.39137,25.372299,46.07908
2016m4,2016,4,2016.329,0.0001,0.009257,0.00915703,23.96697,25.922338,47.09288
2016m5,2016,5,2016.414,0.0001,0.0177417,0.01764169,23.80763,25.69471,46.66152
2016m6,2016,6,2016.496,0.0002,-0.0003,-0.00050003,23.9748,25.840373,46.87112
2016m7,2016,7,2016.581,0.0002,0.0389322,0.03873223,24.51869,26.694003,48.12766
2016m8,2016,8,2016.666,0.0002,0.0051865,0.00498655,24.56752,26.948872,48.41548
2016m9,2016,9,2016.748,0.0002,0.0026964,0.00249638,24.21922,26.727873,47.91672
2016m10,2016,10,2016.833,0.0002,-0.0202027,-0.02040269,23.57298,26.525143,47.35607
2016m11,2016,11,2016.915,0.0001,0.0475513,0.04745131,23.34724,26.850954,47.60661
2016m12,2016,12,2017,0.0003,0.018331,0.018031,23.76129,27.865098,49.16039
2017m1,2017,1,2017.082,0.0003999,0.0196065,0.01920661,23.58533,28.063574,49.53811
2017m2,2017,2,2017.159,0.0003999,0.0354637,0.03506374,23.68356,28.655107,50.48195
2017m3,2017,3,2017.244,0.0003,0.001998,0.00169805,23.59976,29.086922,51.03105
2017m4,2017,4,2017.326,0.0004999,0.0113355,0.01083563,23.2368,28.904246,50.56387
2017m5,2017,5,2017.411,0.0005998,0.0111377,0.01053792,23.30636,29.313345,51.03004
2017m6,2017,6,2017.493,0.0005998,0.0083649,0.0077651,23.39925,29.748503,51.54574
2017m7,2017,7,2017.578,0.0006998,0.0192142,0.01851446,23.36348,30.002221,51.62541
2017m8,2017,8,2017.663,0.0008996,0.0024969,0.00159728,23.15878,29.914959,51.32809
2017m9,2017,9,2017.745,0.0008996,0.0256677,0.02476815,23.28016,30.168114,51.75088
2017m10,2017,10,2017.83,0.0008996,0.0231304,0.02223082,23.673,30.920393,52.80512
2017m11,2017,11,2017.912,0.0007997,0.0314987,0.03069899,23.80624,31.298913,53.28241
2017m12,2017,12,2017.997,0.0008996,0.0114344,0.01053478,24.24772,32.086132,54.45208
2018m1,2018,1,2018.082,0.0010994,0.0553401,0.0542407,24.96838,33.307344,56.60354
2018m2,2018,2,2018.159,0.0010994,-0.0360418,-0.03714117,23.81582,32.035382,54.49191
2018m3,2018,3,2018.244,0.0011993,-0.0225524,-0.02375169,23.41277,31.808409,54.0554
2018m4,2018,4,2018.326,0.001399,0.0042908,0.00289176,22.52912,30.970179,52.72462
2018m5,2018,5,2018.411,0.001399,0.0275179,0.02611887,22.48743,31.243615,53.3259
2018m6,2018,6,2018.493,0.001399,0.0061809,0.00478184,22.48816,31.630557,54.01746
2018m7,2018,7,2018.578,0.0015987,0.0329511,0.03135238,22.32828,31.886367,54.30871
2018m8,2018,8,2018.663,0.0015987,0.0353671,0.03376842,22.36983,32.390277,55.07458
2018m9,2018,9,2018.745,0.0014989,0.0020978,0.00059892,22.25247,32.622891,55.43561
2018m10,2018,10,2018.83,0.0018982,-0.0778534,-0.07975163,21.25386,31.037961,52.74493
2018m11,2018,11,2018.912,0.0017984,0.0185273,0.01672892,20.67386,30.195583,51.11168
2018m12,2018,12,2018.997,0.0018982,-0.0982746,-0.10017277,19.39202,28.291857,47.76391
